"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/14/2021","Rite Aid","RITE AID 04688","18.99","debit","Pharmacy","CREDIT CARD","",""
"11/14/2021","Apple","APPLE.COM/BILL","10.88","debit","Electronics & Software","CREDIT CARD","",""
"11/12/2021","Travelers Insurance","Travelers        PER INSUR","17.00","debit","Renters Insurance","TOTAL CHECKING","",""
"11/12/2021","Chase card ending in 8242 11/12","Payment to Chase card ending in","2000.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"11/12/2021","Venmo","VENMO            PAYMENT    1016","221.66","debit","Venmo","TOTAL CHECKING","",""
"11/12/2021","Payment Thank You - Web","Payment Thank You - Web","2000.00","credit","Credit Card Payment","CREDIT CARD","",""
"11/12/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","6.21","debit","Fast Food","CREDIT CARD","",""
"11/12/2021","Amazon","Amazon.com*Q02IA82X3","27.21","debit","Shopping","CREDIT CARD","",""
"11/11/2021","HI-FI NEWS AND GROCERY IN","HI-FI NEWS AND GROCERY IN","21.78","debit","Groceries","CREDIT CARD","",""
"11/11/2021","CARDONCELLO DIVINO","CARDONCELLO DIVINO","108.91","debit","Restaurants","CREDIT CARD","",""
"11/11/2021","CORNER BAKERY","CORNER BAKERY","11.27","debit","Restaurants","CREDIT CARD","",""
"11/11/2021","LAVAGNA","LAVAGNA","129.76","debit","Restaurants","CREDIT CARD","",""
"11/10/2021","Milano","MILANO - NZ0","16.41","debit","Groceries","CREDIT CARD","",""
"11/10/2021","CONMIGO NYC","CONMIGO NYC","58.61","debit","Restaurants","CREDIT CARD","",""
"11/10/2021","Barbour Inc","Barbour Inc","740.35","debit","Clothing","CREDIT CARD","",""
"11/10/2021","7-Eleven","7-ELEVEN 35647","7.99","debit","Fast Food","CREDIT CARD","",""
"11/10/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","10.33","debit","Restaurants","CREDIT CARD","",""
"11/10/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2374.23","credit","MSK Paycheck","TOTAL CHECKING","",""
"11/09/2021","9FOLD* THEHUNG_4425403","9FOLD* THEHUNG_4425403","21.57","debit","Restaurants","CREDIT CARD","",""
"11/09/2021","NYTimes*NYTimes","NYTimes*NYTimes","28.53","debit","Newspapers & Magazines","CREDIT CARD","",""
"11/09/2021","Shake Shack","SHAKE SHACK - 1105A","44.96","debit","Fast Food","CREDIT CARD","",""
"11/09/2021","Wolf Badger Ltd","Wolf  Badger Ltd","228.64","debit","Clothing","CREDIT CARD","",""
"11/09/2021","BANLTT.COM","BANLTT.COM","48.19","debit","Fraud Reimbursed","CREDIT CARD","",""
"11/08/2021","PayPal","PAYPAL           INST XFER  BTGU","6.95","debit","Shopping","TOTAL CHECKING","",""
"11/08/2021","Blizzard Entertainment","Blizzard Entertainment","65.31","debit","Amusement","CREDIT CARD","",""
"11/08/2021","GrubHub Seamless","SEAMLSSSANMATTEOPIZZA","35.13","debit","Food & Dining","CREDIT CARD","",""
"11/08/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","8.17","debit","Restaurants","CREDIT CARD","",""
"11/07/2021","1219 DELI","1219 DELI","11.88","debit","Restaurants","CREDIT CARD","",""
"11/07/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","6.21","debit","Fast Food","CREDIT CARD","",""
"11/07/2021","GrubHub Seamless","SEAMLSSCHINAJADE","48.35","debit","Food & Dining","CREDIT CARD","",""
"11/07/2021","IPPUDO NY (EAST VILLA","SQ *IPPUDO NY (EAST VILLA","65.73","debit","Restaurants","CREDIT CARD","",""
"11/07/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","10.58","debit","Fast Food","CREDIT CARD","",""
"11/05/2021","Tiaa Cref Ira","TIAA-CREF IRA    TIAA-CREF","500.00","debit","Roth IRA","TOTAL CHECKING","",""
"11/05/2021","Dunkin Donuts","DD/BR #337561 Q35","3.26","debit","Coffee Shops","CREDIT CARD","",""
"11/05/2021","Shell","SHELL OIL 57544416209","7.78","debit","Gas & Fuel","CREDIT CARD","",""
"11/04/2021","Apple","APPLE.COM/BILL","21.76","debit","Electronics & Software","CREDIT CARD","",""
"11/04/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","10.58","debit","Fast Food","CREDIT CARD","",""
"11/04/2021","Geico","GEICO  *AUTO","46.30","debit","Motorcycle Insurance","CREDIT CARD","",""
"11/04/2021","Amazon","AMZN Digital*003CA4VK3","54.99","debit","Shopping","CREDIT CARD","",""
"11/04/2021","CARDONCELLO DIVINO","CARDONCELLO DIVINO","91.76","debit","Restaurants","CREDIT CARD","",""
"11/03/2021","Venmo","VENMO            PAYMENT    1016","75.00","debit","Venmo","TOTAL CHECKING","",""
"11/03/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","6.21","debit","Fast Food","CREDIT CARD","",""
"11/03/2021","GrubHub Seamless","SEAMLSSCHINAJADE","20.96","debit","Food & Dining","CREDIT CARD","",""
"11/03/2021","PATRICIAS MORRIS PARK","PATRICIAS MORRIS PARK","55.42","debit","Restaurants","CREDIT CARD","",""
"11/03/2021","GrubHub Seamless","SEAMLSSNICKSPIZZERIA","28.18","debit","Food & Dining","CREDIT CARD","",""
"11/02/2021","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"11/02/2021","GrubHub Seamless","SEAMLSSSANMATTEOPIZZA","23.95","debit","Food & Dining","CREDIT CARD","",""
"11/02/2021","IN *STANDARD MOTO LLC","IN *STANDARD MOTO LLC","208.88","debit","Motorcycle Garage","CREDIT CARD","",""
"11/02/2021","MR PLUM","MR PLUM","13.98","debit","Restaurants","CREDIT CARD","",""
"11/02/2021","YORKVILLE PLAZA WEB PMTS X582 C2 WEB ID: 9000233586","YORKVILLE PLAZA  WEB PMTS   X582","1205.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"11/01/2021","TOTTO RAMEN MIDTOWN EAST","TOTTO RAMEN MIDTOWN EAST","25.50","debit","Restaurants","CREDIT CARD","",""
"11/01/2021","GrubHub Seamless","SEAMLSSSANMATTEOPIZZA","26.42","debit","Food & Dining","CREDIT CARD","",""
"11/01/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","10.56","debit","Fast Food","CREDIT CARD","",""
"11/01/2021","NYC FINANCE PARKING TK C 180265386 WEB ID: 1136400434","NYC FINANCE      PARKING TK C","380.00","debit","Tickets","TOTAL CHECKING","",""
"10/31/2021","E-Z*PASSNY TOLLBYMAIL","E-Z*PASSNY TOLLBYMAIL","34.96","debit","Auto & Transport","CREDIT CARD","",""
"10/31/2021","USA*SUNSTAR VENDING INC.","USA*SUNSTAR VENDING INC.","5.00","debit","Fast Food","CREDIT CARD","",""
"10/31/2021","Prime Video*ZX0LT2WF3","Prime Video*ZX0LT2WF3","3.99","debit","Movies & DVDs","CREDIT CARD","",""
"10/31/2021","CLINTON HALL 51ST STREET","CLINTON HALL 51ST STREET","16.07","debit","Restaurants","CREDIT CARD","",""
"10/31/2021","Rite Aid","RITE AID 04688","5.76","debit","Pharmacy","CREDIT CARD","",""
"10/31/2021","Curb","CURB TAXI APP","17.76","debit","Taxi_Lyft","CREDIT CARD","",""
"10/31/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","10.56","debit","Fast Food","CREDIT CARD","",""
"10/31/2021","GrubHub Seamless","SEAMLSSSANMATTEOPIZZA","33.96","debit","Food & Dining","CREDIT CARD","",""
"10/31/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/31/2021","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"10/31/2021","USA*SUNSTAR VENDING INC.","USA*SUNSTAR VENDING INC.","5.00","debit","Fast Food","CREDIT CARD","",""
"10/31/2021","INSOMNIA COOKIES-MDNYC","INSOMNIA COOKIES-MDNYC","5.44","debit","Food & Dining","CREDIT CARD","",""
"10/31/2021","WWW.CSCSW.COM","WWW.CSCSW.COM","30.00","debit","Laundry","CREDIT CARD","",""
"10/29/2021","MTA","MTA*MNR ETIX TICKET","7.25","debit","Public Transportation","CREDIT CARD","",""
"10/29/2021","MTA","MTA*MNR ETIX TICKET","35.50","debit","Public Transportation","CREDIT CARD","",""
"10/29/2021","Prime Video*6W9M35FV3","Prime Video*6W9M35FV3","6.99","debit","Movies & DVDs","CREDIT CARD","",""
"10/29/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/28/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2315.84","credit","MSK Paycheck","TOTAL CHECKING","",""
"10/28/2021","BELLA NAPOLI PIZZA","BELLA NAPOLI PIZZA","40.65","debit","Restaurants","CREDIT CARD","",""
"10/28/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","9.59","debit","Fast Food","CREDIT CARD","",""
"10/28/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/28/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/28/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/28/2021","JAVA GIRL","JAVA GIRL","2.50","debit","Coffee Shops","CREDIT CARD","",""
"10/27/2021","SUNY DOWNSTATE M CASHNETPAY 2018 05255 WEB ID: 9538060001","SUNY DOWNSTATE M CASHNETPAY 2018","10.00","debit","Student Loan","TOTAL CHECKING","",""
"10/27/2021","Rite Aid","RITE AID 04688","1.98","debit","Pharmacy","CREDIT CARD","",""
"10/27/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/27/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","10.58","debit","Fast Food","CREDIT CARD","",""
"10/27/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/27/2021","GrubHub Seamless","SEAMLSSCHINAJADE","48.35","debit","Food & Dining","CREDIT CARD","",""
"10/26/2021","CORNER BAKERY","CORNER BAKERY","11.27","debit","Restaurants","CREDIT CARD","",""
"10/26/2021","CAFE LUXEMBOURG","CAFE LUXEMBOURG","163.20","debit","Restaurants","CREDIT CARD","",""
"10/26/2021","Blue Mountain","BLUEMOUNTAIN*1024-1123","6.99","debit","Shopping","CREDIT CARD","",""
"10/26/2021","Venmo","VENMO            PAYMENT    1016","49.00","debit","Venmo","TOTAL CHECKING","",""
"10/26/2021","Venmo","VENMO            PAYMENT    1016","125.00","debit","Venmo","TOTAL CHECKING","",""
"10/25/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/24/2021","HARBES FARM JAMESPORT","SQ *HARBES FARM JAMESPORT","3.00","debit","Coffee Shops","CREDIT CARD","",""
"10/24/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"10/24/2021","Dunkin Donuts","DD/BR #337561 Q35","2.93","debit","Coffee Shops","CREDIT CARD","",""
"10/24/2021","ZESTY PIZZERIA AND SALUME","ZESTY PIZZERIA AND SALUME","7.50","debit","Restaurants","CREDIT CARD","",""
"10/24/2021","Shell","SHELL OIL 57544416209","5.61","debit","Gas & Fuel","CREDIT CARD","",""
"10/24/2021","HARBES FARM JAMESPORT","SQ *HARBES FARM JAMESPORT","39.64","debit","Restaurants","CREDIT CARD","",""
"10/24/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","9.59","debit","Fast Food","CREDIT CARD","",""
"10/22/2021","UVA NYC","UVA NYC","60.90","debit","Restaurants","CREDIT CARD","",""
"10/22/2021","Microsoft","Microsoft","64.79","debit","Electronics & Software","CREDIT CARD","",""
"10/22/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","9.59","debit","Fast Food","CREDIT CARD","",""
"10/22/2021","Prime Video*2Y7V37J82","Prime Video*2Y7V37J82","10.99","debit","Movies & DVDs","CREDIT CARD","",""
"10/22/2021","Dunkin Donuts","DD/BR #337561 Q35","2.79","debit","Coffee Shops","CREDIT CARD","",""
"10/22/2021","Verizon","VERIZON          PAYMENTREC 7560","82.48","debit","Internet","TOTAL CHECKING","",""
"10/21/2021","GREEK EATS","GREEK EATS","17.96","debit","Restaurants","CREDIT CARD","",""
"10/21/2021","BAGEL EXPRESS II","BAGEL EXPRESS II","9.59","debit","Fast Food","CREDIT CARD","",""
"10/21/2021","Fairway Market","FAIRWAY MARKET OF 86TH","66.07","debit","Groceries","CREDIT CARD","",""
"10/20/2021","1219 DELI","1219 DELI","11.88","debit","Restaurants","CREDIT CARD","",""
"10/20/2021","Dunkin Donuts","DD/BR #337561 Q35","2.93","debit","Coffee Shops","CREDIT CARD","",""
"10/20/2021","Prime Video*2Y19W9O22","Prime Video*2Y19W9O22","3.99","debit","Movies & DVDs","CREDIT CARD","",""
"10/19/2021","GrubHub Seamless","SEAMLSSHAKUCHINESE","60.64","debit","Food & Dining","CREDIT CARD","",""
"10/19/2021","MONTHLY SERVICE FEE","MONTHLY SERVICE FEE","5.00","debit","Bank Fee","CHASE SAVINGS","",""
"10/18/2021","1219 DELI","1219 DELI","15.28","debit","Restaurants","CREDIT CARD","",""
"10/18/2021","Apple","APPLE.COM/BILL","0.99","debit","Electronics & Software","CREDIT CARD","",""
"10/18/2021","ENZO BRUNI LA PIZZA","ENZO BRUNI LA PIZZA","24.84","debit","Restaurants","CREDIT CARD","",""
"10/18/2021","Dunkin Donuts","DD/BR #351274 Q35","3.26","debit","Coffee Shops","CREDIT CARD","",""
"10/18/2021","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"10/18/2021","NYTimes*NYTimes 800-698-4637 NY 10/16","NYTimes*NYTimes 800-698-4637 NY","17.00","debit","Newspapers & Magazines","TOTAL CHECKING","",""
"10/17/2021","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"10/17/2021","Hulu","HLU*Hulu 1230570054539-U","12.99","debit","Movies & DVDs","CREDIT CARD","",""
"10/17/2021","GrubHub Seamless","SEAMLSSCHINAJADE","48.35","debit","Food & Dining","CREDIT CARD","",""
"10/17/2021","Tonchin New York","TST* TONCHIN - NEW YORK","83.77","debit","Restaurants","CREDIT CARD","",""
"10/17/2021","GrubHub Seamless","SEAMLSSSANMATTEOPIZZA","30.05","debit","Food & Dining","CREDIT CARD","",""
"10/17/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","5.32","debit","Restaurants","CREDIT CARD","",""
"10/17/2021","ANNE & VALENTIN MADISO","ANNE & VALENTIN MADISO","220.00","debit","Doctor","CREDIT CARD","",""
"10/17/2021","CITYMD","CITYMD","50.00","debit","Restaurants","CREDIT CARD","",""
"10/17/2021","Rite Aid","RITE AID 04688","7.41","debit","Pharmacy","CREDIT CARD","",""
"10/17/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"10/17/2021","OPHELIA","OPHELIA","19.88","debit","Restaurants","CREDIT CARD","",""
"10/17/2021","VAN LEEUWEN ICE CREAM","SQ *VAN LEEUWEN ICE CREAM","22.41","debit","Fast Food","CREDIT CARD","",""
"10/15/2021","Apple","MINI DELI OF BIG APPLE","12.78","debit","Electronics & Software","CREDIT CARD","",""
"10/15/2021","Shell","SHELL OIL 57544416209","7.48","debit","Gas & Fuel","CREDIT CARD","",""
"10/15/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"10/14/2021","Apple","MINI DELI OF BIG APPLE","12.78","debit","Electronics & Software","CREDIT CARD","",""
"10/14/2021","HELP.HBOMAX.COM","HELP.HBOMAX.COM","14.99","debit","Entertainment","CREDIT CARD","",""
"10/14/2021","Amazon","Amazon.com*276DP1UE1","9.55","debit","Shopping","CREDIT CARD","",""
"10/14/2021","Dunkin Donuts","DD/BR #337561 Q35","2.79","debit","Coffee Shops","CREDIT CARD","",""
"10/14/2021","Payment Thank You - Web","Payment Thank You - Web","3669.51","credit","Credit Card Payment","CREDIT CARD","",""
"10/14/2021","GrubHub Seamless","SEAMLSSSANMATTEOPIZZA","27.54","debit","Food & Dining","CREDIT CARD","",""
"10/14/2021","Amazon","AMZN Mktp US*273BH4SK0","40.79","debit","Shopping","CREDIT CARD","",""
"10/14/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"10/14/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2322.35","credit","MSK Paycheck","TOTAL CHECKING","",""
"10/14/2021","Chase card ending in 8242 10/14","Payment to Chase card ending in","3669.51","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/13/2021","FDNY BUSINESS FDNY BUS C 177784781 WEB ID: 1136400434","FDNY BUSINESS    FDNY BUS   C","15.00","debit","Transfer","TOTAL CHECKING","",""
"10/13/2021","Amazon","AMZN Digital*271X47Q60","9.99","debit","Shopping","CREDIT CARD","",""
"10/13/2021","Amazon","Amazon Digit*271888QO0","7.99","debit","Shopping","CREDIT CARD","",""
"10/13/2021","THE UNCOMMONS","SQ *THE UNCOMMONS","12.00","debit","Entertainment","CREDIT CARD","",""
"10/13/2021","THE UNCOMMONS","SQ *THE UNCOMMONS","20.00","debit","Entertainment","CREDIT CARD","",""
"10/12/2021","Venmo","VENMO            PAYMENT    1016","52.96","debit","Venmo","TOTAL CHECKING","",""
"10/12/2021","Travelers Insurance","Travelers        PER INSUR","17.00","debit","Renters Insurance","TOTAL CHECKING","",""
"10/12/2021","GREEK EATS","GREEK EATS","14.97","debit","Restaurants","CREDIT CARD","",""
"10/12/2021","Dunkin Donuts","DD/BR #351274 Q35","3.26","debit","Coffee Shops","CREDIT CARD","",""
"10/12/2021","CHINA JADE","CHINA JADE","35.93","debit","Fast Food","CREDIT CARD","",""
"10/11/2021","HEX EAST LLC","SQ *HEX EAST LLC","38.10","debit","Restaurants","CREDIT CARD","",""
"10/11/2021","Dunkin Donuts","DD/BR #337561 Q35","3.09","debit","Coffee Shops","CREDIT CARD","",""
"10/11/2021","LILI AND LOO","LILI AND LOO","34.89","debit","Restaurants","CREDIT CARD","",""
"10/10/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","4.63","debit","Restaurants","CREDIT CARD","",""
"10/10/2021","Amazon","AMZN Mktp US*279ZK7LK2","19.38","debit","Shopping","CREDIT CARD","",""
"10/10/2021","PISTICCI RESTAURANT","SQ *PISTICCI RESTAURANT","64.44","debit","Restaurants","CREDIT CARD","",""
"10/10/2021","Shake Shack","SHAKE SHACK - 1105A","18.81","debit","Fast Food","CREDIT CARD","",""
"10/10/2021","DYSON US","DYSON US","489.93","debit","Home Supplies","CREDIT CARD","",""
"10/10/2021","BANLTT.COM","BANLTT.COM","48.19","debit","Fraud Reimbursed","CREDIT CARD","",""
"10/10/2021","Shell","SHELL OIL 57544416209","6.27","debit","Gas & Fuel","CREDIT CARD","",""
"10/10/2021","Dunkin Donuts","DD/BR #337561 Q35","3.26","debit","Coffee Shops","CREDIT CARD","",""
"10/10/2021","TST* SANT AMBROEUS COFFEE","TST* SANT AMBROEUS COFFEE","7.62","debit","Coffee Shops","CREDIT CARD","",""
"10/08/2021","EAST RIVER EATERY CORP","EAST RIVER EATERY CORP","17.15","debit","Restaurants","CREDIT CARD","",""
"10/08/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","6.89","debit","Restaurants","CREDIT CARD","",""
"10/08/2021","GrubHub Seamless","SEAMLSSCHINAJADE","27.77","debit","Food & Dining","CREDIT CARD","",""
"10/07/2021","Dunkin Donuts","DD/BR #337561 Q35","3.09","debit","Coffee Shops","CREDIT CARD","",""
"10/07/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","4.63","debit","Restaurants","CREDIT CARD","",""
"10/07/2021","PayPal","PAYPAL           INST XFER  BTGU","6.95","debit","Shopping","TOTAL CHECKING","",""
"10/06/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"10/06/2021","PADOCA BAKERY","SQ *PADOCA BAKERY","7.23","debit","Restaurants","CREDIT CARD","",""
"10/06/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","5.32","debit","Restaurants","CREDIT CARD","",""
"10/05/2021","Fairway Market","FAIRWAY MARKET OF 86TH","55.75","debit","Groceries","CREDIT CARD","",""
"10/05/2021","GrubHub Seamless","SEAMLSSCHINAJADE","48.35","debit","Food & Dining","CREDIT CARD","",""
"10/05/2021","Tiaa Cref Ira","TIAA-CREF IRA    TIAA-CREF","500.00","debit","Roth IRA","TOTAL CHECKING","",""
"10/04/2021","DANAFARBERJIMMYFND","DANAFARBERJIMMYFND","50.00","debit","Charity","CREDIT CARD","",""
"10/04/2021","Home Depot","THE HOME DEPOT 1255","22.24","debit","Shopping","CREDIT CARD","",""
"10/04/2021","Dunkin Donuts","DD/BR #351274 Q35","4.85","debit","Coffee Shops","CREDIT CARD","",""
"10/04/2021","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"10/04/2021","Geico","GEICO  *AUTO","46.30","debit","Motorcycle Insurance","CREDIT CARD","",""
"10/04/2021","ENZO BRUNI LA PIZZA","ENZO BRUNI LA PIZZA","24.26","debit","Restaurants","CREDIT CARD","",""
"10/04/2021","Venmo Cashout Ppd","VENMO            CASHOUT","1097.31","credit","Venmo","TOTAL CHECKING","",""
"10/04/2021","Chase card ending in 5678 10/04","Payment to Chase card ending in","20.93","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/04/2021","YORKVILLE PLAZA WEB PMTS SSN4 92 WEB ID: 9000233586","YORKVILLE PLAZA  WEB PMTS   SSN4","1205.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"10/04/2021","Chase card ending in 8242 10/04","Payment to Chase card ending in","2150.01","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/04/2021","Venmo","VENMO            PAYMENT    1016","33.00","debit","Venmo","TOTAL CHECKING","",""
"10/03/2021","TST* BOUCHERIE UNION SQUA","TST* BOUCHERIE UNION SQUA","190.73","debit","Restaurants","CREDIT CARD","",""
"10/03/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","10.33","debit","Restaurants","CREDIT CARD","",""
"10/03/2021","GrubHub Seamless","SEAMLSSSANMATTEOTAKEA","70.55","debit","Food & Dining","CREDIT CARD","",""
"10/03/2021","Lyft","LYFT   *1 RIDE 09-30","29.99","debit","Taxi_Lyft","CREDIT CARD","",""
"10/03/2021","Payment Thank You - Web","Payment Thank You - Web","2150.01","credit","Credit Card Payment","CREDIT CARD","",""
"10/03/2021","Rite Aid","RITE AID 04688","1.95","debit","Pharmacy","CREDIT CARD","",""
"10/03/2021","IN *STANDARD MOTO LLC","IN *STANDARD MOTO LLC","208.88","debit","Motorcycle Garage","CREDIT CARD","",""
"10/03/2021","Payment Thank You - Web","Payment Thank You - Web","20.93","credit","Credit Card Payment","CREDIT CARD","",""
"10/01/2021","LILI AND LOO","LILI AND LOO","71.17","debit","Restaurants","CREDIT CARD","",""
"10/01/2021","ANNUAL MEMBERSHIP FEE","ANNUAL MEMBERSHIP FEE","95.00","debit","Service Fee","CREDIT CARD","",""
"10/01/2021","SHINSEN","SHINSEN","37.48","debit","Restaurants","CREDIT CARD","",""
"10/01/2021","Apple","APPLE.COM/BILL","21.76","debit","Electronics & Software","CREDIT CARD","",""
"10/01/2021","Shell","SHELL OIL 57544416209","6.37","debit","Gas & Fuel","CREDIT CARD","",""
"9/30/2021","DANIEL'S COFFEE & MOR","SQ *DANIEL'S COFFEE & MOR","9.71","debit","Coffee Shops","CREDIT CARD","",""
"9/30/2021","GREEK EATS","GREEK EATS","14.97","debit","Restaurants","CREDIT CARD","",""
"9/30/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","4.63","debit","Restaurants","CREDIT CARD","",""
"9/30/2021","VAN LEEUWEN ICE CREAM","SQ *VAN LEEUWEN ICE CREAM","17.40","debit","Fast Food","CREDIT CARD","",""
"9/30/2021","Prime Video*2C13H0T22","Prime Video*2C13H0T22","3.99","debit","Movies & DVDs","CREDIT CARD","",""
"9/30/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","5447.95","credit","MSK Paycheck","TOTAL CHECKING","",""
"9/29/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/29/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/29/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/29/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/29/2021","NYTimes*NYTimes","NYTimes*NYTimes","28.30","debit","Newspapers & Magazines","CREDIT CARD","",""
"9/29/2021","Prime Video*2C5628HH1","Prime Video*2C5628HH1","0.99","debit","Movies & DVDs","CREDIT CARD","",""
"9/29/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"9/29/2021","Fairway Market","FAIRWAY MARKET OF 86TH","26.74","debit","Groceries","CREDIT CARD","",""
"9/28/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/28/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/28/2021","Prime Video*2C59M54S2","Prime Video*2C59M54S2","3.99","debit","Movies & DVDs","CREDIT CARD","",""
"9/28/2021","JAVA GIRL","JAVA GIRL","2.50","debit","Coffee Shops","CREDIT CARD","",""
"9/28/2021","GrubHub Seamless","SEAMLSSCHINAJADE","21.89","debit","Food & Dining","CREDIT CARD","",""
"9/27/2021","Amazon","Amazon.com*2C2077CB2","32.64","debit","Shopping","CREDIT CARD","",""
"9/27/2021","WWW.CSCSW.COM","WWW.CSCSW.COM","20.00","debit","Laundry","CREDIT CARD","",""
"9/27/2021","Microsoft XBox Live","MICROSOFT*XBOX","2.99","debit","Amusement","CREDIT CARD","",""
"9/27/2021","Amazon","AMZN Mktp US*2C9DT6AA0","16.32","debit","Shopping","CREDIT CARD","",""
"9/27/2021","Rite Aid","RITE AID 04688","27.05","debit","Pharmacy","CREDIT CARD","",""
"9/27/2021","LILI AND LOO","LILI AND LOO","28.32","debit","Restaurants","CREDIT CARD","",""
"9/27/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/27/2021","Amazon","AMZN Mktp US*2C1KR9111","53.88","debit","Shopping","CREDIT CARD","",""
"9/27/2021","Microsoft XBox Live","Microsoft*Xbox","2.99","debit","Amusement","CREDIT CARD","",""
"9/26/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"9/26/2021","GrubHub Seamless","SEAMLSSCHINAJADE","44.42","debit","Food & Dining","CREDIT CARD","",""
"9/26/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"9/26/2021","Blue Mountain","BLUEMOUNTAIN*0924-1024","6.99","debit","Shopping","CREDIT CARD","",""
"9/26/2021","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"9/24/2021","Shell","SHELL OIL 57544416209","8.44","debit","Gas & Fuel","CREDIT CARD","",""
"9/24/2021","REZDORA","REZDORA","109.45","debit","Restaurants","CREDIT CARD","",""
"9/24/2021","JAVA GIRL","JAVA GIRL","2.50","debit","Coffee Shops","CREDIT CARD","",""
